,corporate_brand,material_type,development_lifecycle_status,enterprise_category,enterprise_sub_category,dosage_form_parent,corp_brand_id,network_or_business_unit,profit_center,brand_name,material_description,material_group,old_material_number,base_unit_of_measure,unit_of_weight,plant_specific_material_status,mrp_type,procurement_type,safety_stock,minimum_lot_size,maximum_lot_size,fixed_lot_size,total_replenishment_lead_time,total_shelf_life,batch_management,abc_indicator,source,concost_source,Plant Type,nodetype,unit_of_measure,material,plant,date,quantity_curr,total_cost_curr,cost_per_unit_curr,snapshot_type,snapshot_date,sku_status,prev_snapshot_date,snapshot_date_prev,quantity_prev,cost_per_unit_prev,total_cost_prev,is_new_in_current_snapshot,is_dropped_in_current_snapshot,delta_quantity,delta_cost_per_unit,quantity_impact,cost_impact,interaction_impact,total_fip_change,delta_quantity_pct,delta_cost_per_unit_pct,quantity_impact_pct_of_total,cost_impact_pct_of_total,interaction_pct,abs_qty_impact,abs_cost_impact,dominance_score,is_qty_present_greater0,history_weeks_count,hist_count,has_sufficient_6periods,presence_stability_score,history_confidence,inactive_last_n,history_weeks_count_greater0,sku_presence_class,unit_of_measure_prev,uom_change_flag,dup_count,duplicate_sku_plant_flag,dominance_score_var_4,dominance_instability_flag,rca_mode,relative_fip_impact,quantity_change_sign,quantity_persistence_score,quantity_rolling_median_12w,is_structural_extreme_qty,clean_delta_quantity,delta_qty_rolling_mad_12w,quantity_z_scr,qty_z_hist_count,has_quantity_zscore,is_statistical_outlier_qty,qty_abs_pct_threshold,has_valid_pct_scale,is_pct_outlier_qty,is_quantity_outlier,rolling_avg_delta_qty_12w,trend_strength,has_valid_cp_strength,delta_qty_rolling_median_abs_12w,fallback_change_strength,use_fallback_cp,rolling_avg_delta_qty_6w,trend_confirmed,change_point_detected,post_cp_level,within_new_regime_band,regime_stability_score,is_regime_stable,effective_change_point,is_noise_base,is_signal_base,is_explainable,is_noise_governed,is_signal_governed,noise_reason,is_price_outlier,price_event_type,is_top10_contributor
1067665,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10013,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1.0,0.0,0.0,0,36,X,,rr,concost dp,Internal,DC,ST,1420806,2021,202612,0.0,0.0,69.43112,friday,2025-12-26,EXISTING,2025-12-19,2025-12-19,0.0,69.43112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27,True,1.0,1.0,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,10.0,False,False,0.0,False,False,False,-416.6666666666667,,False,0.0,,False,0.0,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067666,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10013,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1.0,0.0,0.0,0,36,X,,rr,concost dp,Internal,DC,ST,1420806,2021,202612,0.0,0.0,72.297,friday,2026-01-02,EXISTING,2025-12-26,2025-12-26,0.0,69.43112,0.0,False,False,0.0,2.86587999999999,0.0,0.0,0.0,0.0,,0.04127659182222597,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,28,True,1.0,1.0,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,11.0,False,False,0.0,False,False,False,-250.0,,False,0.0,,False,0.0,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067667,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10013,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1.0,0.0,0.0,0,36,X,,rr,concost dp,Internal,DC,ST,1420806,2021,202612,0.0,0.0,72.297,friday,2026-01-09,EXISTING,2026-01-02,2026-01-02,0.0,72.297,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,29,True,1.0,1.0,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,12.0,False,False,0.0,False,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067668,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10013,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1.0,0.0,0.0,0,36,X,,rr,concost dp,Internal,DC,ST,1420806,2021,202612,0.0,0.0,72.297,friday,2026-01-16,EXISTING,2026-01-09,2026-01-09,0.0,72.297,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,True,1.0,1.0,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,12.0,False,False,0.0,False,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067669,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10013,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1.0,0.0,0.0,0,36,X,,rr,concost dp,Internal,DC,ST,1420806,2021,202612,0.0,0.0,72.297,bd13,2026-01-23,EXISTING,2025-12-17,2025-12-17,0.0,69.43112,0.0,False,False,0.0,2.86587999999999,0.0,0.0,0.0,0.0,,0.04127659182222597,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,31,True,1.0,1.0,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,12.0,False,False,0.0,False,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067670,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10013,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1.0,0.0,0.0,0,36,X,,rr,concost dp,Internal,DC,ST,1420806,2021,202612,0.0,0.0,72.297,friday,2026-01-30,EXISTING,2026-01-16,2026-01-16,0.0,72.297,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,32,True,1.0,1.0,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,12.0,False,False,0.0,False,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067737,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-07-18,NEW,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,0,0.0,0,False,0.0,0.0,False,0.0,ERRATIC,,False,1.0,False,,False,LIMITED_RCA,,,0,,False,,,,0.0,False,False,3000.0,True,False,False,,,False,,,False,,False,False,,False,,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067738,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-07-25,EXISTING,2025-07-18,2025-07-18,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,False,0.08333333333333333,0.08333333333333333,False,0.0,ERRATIC,ST,False,1.0,False,,False,LIMITED_RCA,,0.0,0,,False,0.0,,,0.0,False,False,3000.0,True,False,False,,,False,,,False,,False,False,0.0,True,,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067739,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-08-01,EXISTING,2025-07-25,2025-07-25,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,False,0.16666666666666666,0.16666666666666666,False,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,,False,0.0,,,1.0,False,False,3000.0,True,False,False,,,False,,,False,,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067740,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-08-08,EXISTING,2025-08-01,2025-08-01,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,False,0.25,0.25,False,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,,False,0.0,,,2.0,False,False,3000.0,True,False,False,,,False,,,False,,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067741,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-08-15,EXISTING,2025-08-08,2025-08-08,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,False,0.3333333333333333,0.3333333333333333,False,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,,False,0.0,,,3.0,False,False,3000.0,True,False,False,,,False,,,False,0.0,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067742,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-08-22,EXISTING,2025-08-15,2025-08-15,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,False,0.4166666666666667,0.4166666666666667,False,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,,False,0.0,,,4.0,False,False,3000.0,True,False,False,,,False,,,False,0.0,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067743,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,bd13,2025-08-26,EXISTING,,,,,,False,False,,,,,,,,,0.0,0.0,0.0,,,,0,0.0,6,True,0.5,0.5,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,,0,0.0,False,,,,5.0,False,False,3000.0,True,False,False,,,False,,,False,0.0,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067744,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-08-29,EXISTING,2025-08-22,2025-08-22,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,True,0.5833333333333334,0.5833333333333334,True,0.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,,,5.0,False,False,3000.0,True,False,False,,,False,,,False,0.0,False,False,0.0,True,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067745,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,90.0,6032.8008,67.03112,friday,2025-09-05,EXISTING,2025-08-29,2025-08-29,0.0,67.03112,0.0,False,False,90.0,0.0,6032.8008,0.0,0.0,6032.8008,,0.0,1.0,0.0,0.0,6032.8008,0.0,1.0,1,1.0,8,True,0.6666666666666666,0.6666666666666666,True,1.0,REACTIVATED,ST,False,1.0,False,0.33333333333333337,True,LIMITED_RCA,,1.0,1,0.0,False,90.0,0.0,,6.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,False,1.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067746,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-09-12,EXISTING,2025-09-05,2025-09-05,90.0,67.03112,6032.8008,False,False,-90.0,0.0,-6032.8008,0.0,-0.0,-6032.8008,-1.0,0.0,1.0,0.0,0.0,6032.8008,0.0,1.0,0,1.0,9,True,0.75,0.75,False,1.0,ERRATIC,ST,False,1.0,False,0.33333333333333337,True,LIMITED_RCA,1.0,-1.0,1,0.0,True,,0.0,,7.0,False,False,3000.0,True,False,True,12.857142857142858,,False,0.0,,False,18.0,True,False,90.0,False,1.0,False,False,True,False,True,True,False,STATISTICAL_NOISE,False,NO_PRICE_EVENT,False
1067747,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,bd13,2025-09-18,EXISTING,2025-08-26,2025-08-26,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,10,True,0.8333333333333334,0.8333333333333334,False,1.0,ERRATIC,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,7.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067748,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-09-19,EXISTING,2025-09-12,2025-09-12,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,11,True,0.9166666666666666,0.9166666666666666,False,1.0,ERRATIC,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,8.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067749,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-09-26,EXISTING,2025-09-19,2025-09-19,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,12,True,1.0,1.0,False,1.0,ERRATIC,ST,False,1.0,False,0.25000000000000006,True,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,9.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067750,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-10-03,EXISTING,2025-09-26,2025-09-26,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,13,True,1.0,1.0,False,1.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,10.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067751,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-10-10,EXISTING,2025-10-03,2025-10-03,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,14,True,1.0,1.0,False,1.0,ERRATIC,ST,False,1.0,False,0.0,False,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,10.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,0.0,True,False,0.0,True,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,True
1067752,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,3000.0,201093.36000000002,67.03112,bd13,2025-10-17,EXISTING,2025-09-18,2025-09-18,0.0,67.03112,0.0,False,False,3000.0,0.0,201093.36000000002,0.0,0.0,201093.36000000002,,0.0,1.0,0.0,0.0,201093.36000000002,0.0,1.0,1,2.0,15,True,1.0,1.0,True,2.0,REACTIVATED,ST,False,1.0,False,0.25000000000000006,True,LIMITED_RCA,,1.0,1,0.0,False,3000.0,0.0,,10.0,False,False,3000.0,True,False,False,0.0,,False,0.0,,False,-15.0,False,False,0.0,False,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067753,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,3000.0,201093.36000000002,67.03112,friday,2025-10-24,EXISTING,2025-10-10,2025-10-10,0.0,67.03112,0.0,False,False,3000.0,0.0,201093.36000000002,0.0,0.0,201093.36000000002,,0.0,1.0,0.0,0.0,201093.36000000002,0.0,1.0,1,3.0,16,True,1.0,1.0,False,3.0,REACTIVATED,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,,1.0,2,0.0,False,3000.0,0.0,,10.0,False,False,3000.0,True,False,False,272.72727272727275,,False,0.0,,False,500.0,True,False,3000.0,True,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,True
1067754,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,3000.0,201093.36000000002,67.03112,friday,2025-10-31,EXISTING,2025-10-24,2025-10-24,3000.0,67.03112,201093.36000000002,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,17,True,1.0,1.0,False,4.0,ERRATIC,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,0.0,0.0,0,0.0,False,0.0,0.0,,10.0,False,False,3000.0,True,False,False,545.4545454545455,,False,0.0,,False,1000.0,True,False,3000.0,True,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067755,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-11-07,EXISTING,2025-10-31,2025-10-31,3000.0,67.03112,201093.36000000002,False,False,-3000.0,0.0,-201093.36000000002,0.0,-0.0,-201093.36000000002,-1.0,0.0,1.0,0.0,0.0,201093.36000000002,0.0,1.0,0,4.0,18,True,1.0,1.0,False,4.0,ERRATIC,ST,False,1.0,False,0.25000000000000006,True,LIMITED_RCA,1.0,-1.0,1,0.0,True,,0.0,,10.0,False,False,3000.0,True,False,True,545.4545454545455,,False,0.0,,False,1000.0,True,False,3000.0,False,2.0,False,False,True,False,True,True,False,STATISTICAL_NOISE,False,NO_PRICE_EVENT,False
1067756,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-11-14,EXISTING,2025-11-07,2025-11-07,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,19,True,1.0,1.0,False,4.0,ERRATIC,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,10.0,False,False,3000.0,True,False,False,250.0,,False,0.0,,False,500.0,True,False,0.0,True,2.0,False,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
1067757,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,bd13,2025-11-19,EXISTING,2025-10-17,2025-10-17,3000.0,67.03112,201093.36000000002,False,False,-3000.0,0.0,-201093.36000000002,0.0,-0.0,-201093.36000000002,-1.0,0.0,1.0,0.0,0.0,201093.36000000002,0.0,1.0,0,3.0,20,True,1.0,1.0,False,3.0,ERRATIC,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,1.0,-1.0,1,0.0,True,,0.0,,10.0,False,False,3000.0,True,False,True,250.0,,False,0.0,,False,500.0,True,False,0.0,True,3.0,True,False,True,False,True,True,False,STATISTICAL_NOISE,False,NO_PRICE_EVENT,False
1067758,ABRAXANE,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,INJECTION,03302043,BIOLOGICS,10098,ABRAXANE,ABRAXANE LINJ 100MG (1VL) 50ML RU,MINT0102,119840,ST,G,,Z3,External Procurement,0.0,1000.0,0.0,0.0,0,36,X,,rr,concost dp,External,T,ST,1420806,2091,202612,0.0,0.0,67.03112,friday,2025-11-21,EXISTING,2025-11-14,2025-11-14,0.0,67.03112,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,21,True,1.0,1.0,False,3.0,ERRATIC,ST,False,1.0,False,0.3333333333333333,True,LIMITED_RCA,,0.0,0,0.0,False,0.0,0.0,,9.0,False,False,3000.0,True,False,False,-7.5,,False,0.0,,False,0.0,False,False,0.0,True,3.0,True,False,False,True,True,False,True,,False,NO_PRICE_EVENT,False
